flight_key,flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,is_overnight
690,6F103,IndiGo,CCU,MAA,2026-04-18 15:37:41.702,2026-04-18 18:32:41.702,02:55:00,175,False
691,SJ144,SpiceJet,BLR,BOM,2026-04-18 15:35:41.702,2026-04-18 19:12:41.702,03:37:00,217,False
692,6F076,IndiGo,CCU,HYD,2026-04-18 15:35:41.702,2026-04-18 16:20:41.702,00:45:00,45,False
693,6F240,IndiGo,DEL,HYD,2026-04-18 15:31:41.704,2026-04-18 19:56:41.704,04:25:00,265,False
694,UK057,Vistara,CCU,DEL,2026-04-18 15:25:41.701,2026-04-18 20:04:41.701,04:39:00,279,False
695,AI201,Air India,BLR,CCU,2026-04-18 15:19:41.703,2026-04-18 16:40:41.703,01:21:00,81,False
696,SJ242,SpiceJet,BLR,HYD,2026-04-18 14:55:41.704,2026-04-18 17:42:41.704,02:47:00,167,False
697,6F037,IndiGo,BOM,MAA,2026-04-18 14:51:41.701,2026-04-18 17:23:41.701,02:32:00,152,False
698,SJ132,SpiceJet,MAA,DEL,2026-04-18 14:44:41.702,2026-04-18 15:36:41.702,00:52:00,52,False
699,AI055,Air India,CCU,BOM,2026-04-18 14:39:41.701,2026-04-18 16:18:41.701,01:39:00,99,False
700,6F252,UNKNOWN,MAA,BLR,2026-04-18 14:25:41.701,2026-04-18 18:52:41.701,04:27:00,267,False
701,AI183,Air India,DEL,CCU,2026-04-18 14:24:41.703,2026-04-18 16:06:41.703,01:42:00,102,False
702,SJ125,SpiceJet,DEL,BLR,2026-04-18 14:21:41.702,2026-04-18 16:55:41.702,02:34:00,154,False
703,SJ087,SpiceJet,BOM,DEL,2026-04-18 14:20:41.702,2026-04-18 19:09:41.702,04:49:00,289,False
704,UK182,Vistara,HYD,CCU,2026-04-18 14:19:41.703,2026-04-18 18:25:41.703,04:06:00,246,False
705,AI016,Air India,BOM,CCU,2026-04-18 14:15:41.701,2026-04-18 18:38:41.701,04:23:00,263,False
706,6F107,IndiGo,CCU,BLR,2026-04-18 14:14:41.702,2026-04-18 17:14:42.000,03:00:00.298000,180,False
707,AI026,Air India,DEL,BOM,2026-04-18 14:14:41.701,2026-04-18 15:13:41.701,00:59:00,59,False
708,AI177,Air India,CCU,HYD,2026-04-18 14:11:41.703,2026-04-18 16:26:41.703,02:15:00,135,False
709,AI041,Air India,BOM,BLR,2026-04-18 14:08:41.701,2026-04-18 15:59:41.701,01:51:00,111,False
710,6F264,Indigo,DEL,HYD,2026-04-18 14:03:41.701,2026-04-18 18:23:41.701,04:20:00,260,False
711,6F222,IndiGo,HYD,MAA,2026-04-18 14:01:41.704,2026-04-18 16:11:41.704,02:10:00,130,False
712,AI004,Air India,HYD,MAA,2026-04-18 13:58:41.701,2026-04-18 18:12:41.701,04:14:00,254,False
713,SJ126,SpiceJet,DEL,BLR,2026-04-18 13:47:41.702,2026-04-18 16:31:41.702,02:44:00,164,False
714,SJ220,SpiceJet,BOM,CCU,2026-04-18 13:45:41.703,2026-04-18 15:21:41.703,01:36:00,96,False
715,AI204,Air India,CCU,MAA,2026-04-18 13:40:41.703,2026-04-18 18:38:41.703,04:58:00,298,False
716,UK098,Vistara,CCU,DEL,2026-04-18 13:38:41.702,2026-04-18 17:54:41.702,04:16:00,256,False
717,AI090,Air India,MAA,CCU,2026-04-18 13:37:41.702,2026-04-18 16:11:41.702,02:34:00,154,False
718,AI092,Air India,CCU,BOM,2026-04-18 13:36:41.702,2026-04-18 16:20:41.702,02:44:00,164,False
719,AI049,Air India,CCU,MAA,2026-04-18 13:35:41.701,2026-04-18 15:48:41.701,02:13:00,133,False
720,UK117,Vistara,BLR,BOM,2026-04-18 13:17:41.702,2026-04-18 16:54:41.702,03:37:00,217,False
721,6F227,IndiGo,MAA,BOM,2026-04-18 13:16:41.704,2026-04-18 17:41:41.704,04:25:00,265,False
722,AI228,Air India,BLR,BOM,2026-04-18 13:16:41.703,2026-04-18 17:44:41.703,04:28:00,268,False
723,SJ164,SpiceJet,CCU,MAA,2026-04-18 13:14:41.703,2026-04-18 15:14:42.000,02:00:00.297000,120,False
724,AI018,Air India,BOM,CCU,2026-04-18 13:12:41.701,2026-04-18 18:04:41.701,04:52:00,292,False
725,UK192,Vistara,HYD,DEL,2026-04-18 12:54:41.703,2026-04-18 13:54:42.000,01:00:00.297000,60,False
726,SJ224,SpiceJet,DEL,MAA,2026-04-18 12:41:41.703,2026-04-18 15:33:41.703,02:52:00,172,False
727,UK050,Vistara,BOM,DEL,2026-04-18 12:39:41.701,2026-04-18 13:18:41.701,00:39:00,39,False
728,SJ159,SpiceJet,CCU,DEL,2026-04-18 12:22:41.703,2026-04-18 14:05:41.703,01:43:00,103,False
729,UK038,Vistara,MAA,CCU,2026-04-18 12:22:41.701,2026-04-18 15:31:41.701,03:09:00,189,False
730,6F192,IndiGo,CCU,BLR,2026-04-18 12:20:41.703,2026-04-18 16:45:41.703,04:25:00,265,False
731,6F173,IndiGo,BOM,CCU,2026-04-18 12:19:41.703,2026-04-18 13:08:41.703,00:49:00,49,False
732,AI185,Air India,CCU,BOM,2026-04-18 12:16:41.703,2026-04-18 16:18:41.703,04:02:00,242,False
733,SJ152,SpiceJet,BOM,DEL,2026-04-18 12:09:41.702,2026-04-18 13:50:41.702,01:41:00,101,False
734,AI215,Air India,BLR,DEL,2026-04-18 12:07:41.703,2026-04-18 13:43:41.703,01:36:00,96,False
735,AI074,Air India,CCU,BOM,2026-04-18 12:03:41.702,2026-04-18 12:50:41.702,00:47:00,47,False
736,6F109,IndiGo,BLR,BOM,2026-04-18 12:00:41.702,2026-04-18 12:51:41.702,00:51:00,51,False
737,6F144,IndiGo,HYD,BOM,2026-04-18 11:56:41.702,2026-04-18 15:11:41.702,03:15:00,195,False
738,6F210,IndiGo,HYD,DEL,2026-04-18 11:51:41.703,2026-04-18 15:58:41.703,04:07:00,247,False
739,SJ111,SpiceJet,DEL,MAA,2026-04-18 11:47:41.702,2026-04-18 12:59:41.702,01:12:00,72,False
740,UK092,Vistara,MAA,BLR,2026-04-18 11:42:41.702,2026-04-18 13:17:41.702,01:35:00,95,False
741,UK009,Vistara,BOM,DEL,2026-04-18 11:34:41.701,2026-04-18 13:41:41.701,02:07:00,127,False
742,AI170,Air India,HYD,DEL,2026-04-18 11:27:41.703,2026-04-18 15:50:41.703,04:23:00,263,False
743,6F154,IndiGo,CCU,DEL,2026-04-18 11:26:41.703,2026-04-18 12:23:41.703,00:57:00,57,False
744,6F161,IndiGo,MAA,DEL,2026-04-18 11:24:41.703,2026-04-18 12:21:41.703,00:57:00,57,False
745,UK128,Vistara,BOM,CCU,2026-04-18 11:22:41.702,2026-04-18 14:11:41.702,02:49:00,169,False
746,AI186,Air India,DEL,BOM,2026-04-18 11:11:41.703,2026-04-18 13:05:41.703,01:54:00,114,False
747,AI099,Air India,BLR,BOM,2026-04-18 11:07:41.702,2026-04-18 13:29:41.702,02:22:00,142,False
748,6F203,IndiGo,BLR,HYD,2026-04-18 11:05:41.703,2026-04-18 12:56:41.703,01:51:00,111,False
749,UK139,Vistara,BLR,MAA,2026-04-18 10:54:41.703,2026-04-18 14:31:41.703,03:37:00,217,False
750,SJ008,SpiceJet,HYD,BLR,2026-04-18 10:53:41.701,2026-04-18 15:48:41.701,04:55:00,295,False
751,AI171,Air India,MAA,BLR,2026-04-18 10:51:41.703,2026-04-18 13:34:41.703,02:43:00,163,False
752,6F124,IndiGo,BLR,BOM,2026-04-18 10:47:41.702,2026-04-18 15:21:41.702,04:34:00,274,False
753,6F137,IndiGo,CCU,DEL,2026-04-18 10:45:41.702,2026-04-18 15:01:41.702,04:16:00,256,False
754,AI008,Air India,BOM,CCU,2026-04-18 10:43:41.701,2026-04-18 12:43:42.000,02:00:00.299000,120,False
755,SJ140,UNKNOWN,HYD,DEL,2026-04-18 10:42:41.702,2026-04-18 14:30:41.702,03:48:00,228,False
756,UK016,Vistara,DEL,CCU,2026-04-18 10:42:41.701,2026-04-18 11:22:41.701,00:40:00,40,False
757,AI127,Air India,DEL,HYD,2026-04-18 10:37:41.702,2026-04-18 13:45:41.702,03:08:00,188,False
758,SJ096,UNKNOWN,DEL,HYD,2026-04-18 10:29:41.702,2026-04-18 13:45:41.702,03:16:00,196,False
759,6F048,IndiGo,HYD,DEL,2026-04-18 10:27:41.701,2026-04-18 11:18:41.701,00:51:00,51,False
760,SJ090,SpiceJet,HYD,MAA,2026-04-18 10:24:41.702,2026-04-18 13:11:41.702,02:47:00,167,False
761,AI014,Air India,HYD,MAA,2026-04-18 10:24:41.701,2026-04-18 13:51:41.701,03:27:00,207,False
762,6F131,IndiGo,BLR,HYD,2026-04-18 10:22:41.702,2026-04-18 14:20:41.702,03:58:00,238,False
763,AI130,Air India,BOM,BLR,2026-04-18 10:18:41.702,2026-04-18 12:59:41.702,02:41:00,161,False
764,UK151,Vistara,BOM,CCU,2026-04-18 10:11:41.703,2026-04-18 13:30:41.703,03:19:00,199,False
765,6F165,IndiGo,BLR,BOM,2026-04-18 10:11:41.703,2026-04-18 11:09:41.703,00:58:00,58,False
766,UK161,Vistara,BLR,BOM,2026-04-18 10:05:41.703,2026-04-18 12:48:41.703,02:43:00,163,False
767,AI107,Air India,HYD,CCU,2026-04-18 10:03:41.702,2026-04-18 10:49:41.702,00:46:00,46,False
768,SJ104,SpiceJet,HYD,DEL,2026-04-18 10:00:41.702,2026-04-18 11:00:42.000,01:00:00.298000,60,False
769,AI042,Air India,CCU,DEL,2026-04-18 09:53:41.701,2026-04-18 10:57:41.701,01:04:00,64,False
770,6F266,UNKNOWN,CCU,MAA,2026-04-18 09:49:41.703,2026-04-18 11:17:41.703,01:28:00,88,False
771,6F138,IndiGo,HYD,BLR,2026-04-18 09:49:41.702,2026-04-18 12:53:41.702,03:04:00,184,False
772,SJ219,SpiceJet,BOM,DEL,2026-04-18 09:32:41.703,2026-04-18 14:09:41.703,04:37:00,277,False
773,UK197,Vistara,BLR,HYD,2026-04-18 09:22:41.703,2026-04-18 10:54:41.703,01:32:00,92,False
774,6F119,IndiGo,DEL,BOM,2026-04-18 09:19:41.702,2026-04-18 11:33:41.702,02:14:00,134,False
775,SJ058,SpiceJet,DEL,HYD,2026-04-18 08:58:41.701,2026-04-18 13:14:41.701,04:16:00,256,False
776,AI218,Air India,BOM,CCU,2026-04-18 08:55:41.703,2026-04-18 11:55:41.703,03:00:00,180,False
777,SJ060,SpiceJet,HYD,CCU,2026-04-18 08:51:41.701,2026-04-18 13:46:41.701,04:55:00,295,False
778,UK121,Vistara,BLR,BOM,2026-04-18 08:36:41.702,2026-04-18 12:36:41.702,04:00:00,240,False
779,6F208,IndiGo,CCU,BOM,2026-04-18 08:27:41.703,2026-04-18 11:34:41.703,03:07:00,187,False
780,6F153,IndiGo,CCU,BLR,2026-04-18 08:23:41.703,2026-04-18 12:20:41.703,03:57:00,237,False
781,AI117,Air India,HYD,BLR,2026-04-18 08:18:41.702,2026-04-18 10:09:41.702,01:51:00,111,False
782,SJ113,SpiceJet,BLR,BOM,2026-04-18 08:10:41.702,2026-04-18 10:10:42.000,02:00:00.298000,120,False
783,AI191,Air India,BLR,MAA,2026-04-18 07:57:41.703,2026-04-18 11:58:41.703,04:01:00,241,False
784,6F267,UNKNOWN,DEL,MAA,2026-04-18 07:56:41.703,2026-04-18 11:49:41.703,03:53:00,233,False
785,6F185,IndiGo,CCU,DEL,2026-04-18 07:49:41.703,2026-04-18 10:08:41.703,02:19:00,139,False
786,AI114,Air India,CCU,DEL,2026-04-18 07:48:41.702,2026-04-18 09:03:41.702,01:15:00,75,False
787,6F155,IndiGo,DEL,BLR,2026-04-18 07:47:41.703,2026-04-18 08:20:41.703,00:33:00,33,False
788,UK045,Vistara,MAA,HYD,2026-04-18 07:43:41.701,2026-04-18 09:28:41.701,01:45:00,105,False
789,AI111,Air India,MAA,CCU,2026-04-18 07:40:41.702,2026-04-18 10:39:41.702,02:59:00,179,False
790,AI156,Air India,CCU,BOM,2026-04-18 07:39:41.703,2026-04-18 09:22:41.703,01:43:00,103,False
791,SJ128,SpiceJet,CCU,BLR,2026-04-18 07:39:41.702,2026-04-18 10:42:41.702,03:03:00,183,False
792,AI104,Air India,MAA,HYD,2026-04-18 07:35:41.702,2026-04-18 09:20:41.702,01:45:00,105,False
793,6F225,IndiGo,HYD,CCU,2026-04-18 07:33:41.704,2026-04-18 12:12:41.704,04:39:00,279,False
794,6F033,IndiGo,DEL,HYD,2026-04-18 07:08:41.701,2026-04-18 09:08:41.701,02:00:00,120,False
795,6F244,IndiGo,MAA,CCU,2026-04-18 07:07:41.704,2026-04-18 08:31:41.704,01:24:00,84,False
796,UK137,Vistara,BOM,MAA,2026-04-18 07:04:41.703,2026-04-18 09:14:41.703,02:10:00,130,False
797,AI063,Air India,HYD,BLR,2026-04-18 07:03:41.701,2026-04-18 11:26:41.701,04:23:00,263,False
798,SJ156,SpiceJet,BOM,DEL,2026-04-18 06:59:41.703,2026-04-18 07:34:41.703,00:35:00,35,False
799,UK125,Vistara,HYD,BOM,2026-04-18 06:58:41.702,2026-04-18 11:44:41.702,04:46:00,286,False
800,AI232,Air India,DEL,BLR,2026-04-18 06:43:41.704,2026-04-18 10:13:41.704,03:30:00,210,False
801,AI167,Air India,BLR,DEL,2026-04-18 06:43:41.703,2026-04-18 11:10:41.703,04:27:00,267,False
802,UK160,Vistara,BLR,BOM,2026-04-18 06:42:41.703,2026-04-18 10:58:41.703,04:16:00,256,False
803,UK129,Vistara,HYD,MAA,2026-04-18 06:29:41.702,2026-04-18 07:29:42.000,01:00:00.298000,60,False
804,SJ230,SpiceJet,BOM,CCU,2026-04-18 06:22:41.704,2026-04-18 10:57:41.704,04:35:00,275,False
805,SJ056,SpiceJet,HYD,DEL,2026-04-18 06:11:41.701,2026-04-18 07:10:41.701,00:59:00,59,False
806,SJ137,SpiceJet,CCU,DEL,2026-04-18 06:08:41.702,2026-04-18 10:14:41.702,04:06:00,246,False
807,6F081,IndiGo,MAA,BLR,2026-04-18 06:04:41.702,2026-04-18 07:43:41.702,01:39:00,99,False
808,6F088,IndiGo,CCU,BLR,2026-04-18 05:51:41.702,2026-04-18 08:22:41.702,02:31:00,151,False
809,6F121,IndiGo,HYD,MAA,2026-04-18 05:44:41.702,2026-04-18 10:42:41.702,04:58:00,298,False
810,UK214,Vistara,HYD,DEL,2026-04-18 05:30:41.704,2026-04-18 09:10:41.704,03:40:00,220,False
811,6F060,IndiGo,DEL,BLR,2026-04-18 05:29:41.701,2026-04-18 07:29:42.000,02:00:00.299000,120,False
812,SJ101,SpiceJet,CCU,DEL,2026-04-18 05:17:41.702,2026-04-18 06:57:41.702,01:40:00,100,False
813,AI017,Air India,CCU,BOM,2026-04-18 05:15:41.701,2026-04-18 08:48:41.701,03:33:00,213,False
814,6F120,IndiGo,BLR,BOM,2026-04-18 05:14:41.702,2026-04-18 06:14:41.702,01:00:00,60,False
815,6F217,IndiGo,BLR,BOM,2026-04-18 05:13:41.704,2026-04-18 08:01:41.704,02:48:00,168,False
816,AI194,Air India,MAA,BLR,2026-04-18 05:09:41.703,2026-04-18 09:38:41.703,04:29:00,269,False
817,AI095,Air India,DEL,MAA,2026-04-18 05:00:41.702,2026-04-18 08:18:41.702,03:18:00,198,False
818,SJ190,SpiceJet,BOM,CCU,2026-04-18 04:57:41.703,2026-04-18 09:25:41.703,04:28:00,268,False
819,6F139,IndiGo,HYD,MAA,2026-04-18 04:55:41.702,2026-04-18 08:17:41.702,03:22:00,202,False
820,6F062,IndiGo,CCU,DEL,2026-04-18 04:55:41.701,2026-04-18 06:22:41.701,01:27:00,87,False
821,UK011,Vistara,CCU,DEL,2026-04-18 04:41:41.701,2026-04-18 06:25:41.701,01:44:00,104,False
822,6F100,IndiGo,BOM,BLR,2026-04-18 04:40:41.702,2026-04-18 07:49:41.702,03:09:00,189,False
823,6F228,IndiGo,HYD,MAA,2026-04-18 04:36:41.704,2026-04-18 09:27:41.704,04:51:00,291,False
824,UK033,Vistara,HYD,DEL,2026-04-18 04:34:41.701,2026-04-18 09:18:41.701,04:44:00,284,False
825,SJ231,SpiceJet,DEL,BLR,2026-04-18 04:23:41.704,2026-04-18 05:48:41.704,01:25:00,85,False
826,AI166,Air India,BOM,CCU,2026-04-18 04:20:41.703,2026-04-18 07:23:41.703,03:03:00,183,False
827,SJ176,SpiceJet,DEL,BOM,2026-04-18 04:15:41.703,2026-04-18 06:17:41.703,02:02:00,122,False
828,SJ065,SpiceJet,MAA,BLR,2026-04-18 04:10:41.701,2026-04-18 06:54:41.701,02:44:00,164,False
829,6F160,IndiGo,MAA,BLR,2026-04-18 04:09:41.703,2026-04-18 08:26:41.703,04:17:00,257,False
830,AI089,Air India,CCU,BOM,2026-04-18 04:05:41.702,2026-04-18 04:47:41.702,00:42:00,42,False
831,UK226,Vistara,MAA,HYD,2026-04-18 03:58:41.704,2026-04-18 05:01:41.704,01:03:00,63,False
832,SJ123,SpiceJet,BOM,CCU,2026-04-18 03:57:41.702,2026-04-18 05:25:41.702,01:28:00,88,False
833,AI054,Air India,HYD,CCU,2026-04-18 03:44:41.701,2026-04-18 08:10:41.701,04:26:00,266,False
834,UK019,Vistara,BOM,HYD,2026-04-18 03:41:41.701,2026-04-18 04:35:41.701,00:54:00,54,False
835,UK032,Vistara,BLR,BOM,2026-04-18 03:31:41.701,2026-04-18 07:28:41.701,03:57:00,237,False
836,SJ100,SpiceJet,MAA,BLR,2026-04-18 03:28:41.702,2026-04-18 06:50:41.702,03:22:00,202,False
837,SJ094,SpiceJet,MAA,HYD,2026-04-18 03:23:41.702,2026-04-18 08:07:41.702,04:44:00,284,False
838,6F101,IndiGo,BOM,MAA,2026-04-18 03:18:41.702,2026-04-18 08:15:41.702,04:57:00,297,False
839,6F006,IndiGo,BOM,BLR,2026-04-18 03:06:41.701,2026-04-18 05:06:42.000,02:00:00.299000,120,False
840,AI006,Air India,BOM,BLR,2026-04-18 03:04:41.701,2026-04-18 05:54:41.701,02:50:00,170,False
841,AI195,Air India,CCU,MAA,2026-04-18 02:58:41.703,2026-04-18 04:57:41.703,01:59:00,119,False
842,UK072,Vistara,BOM,BLR,2026-04-18 02:55:41.702,2026-04-18 05:55:42.000,03:00:00.298000,180,False
843,AI244,Air India,BLR,BOM,2026-04-18 02:50:41.704,2026-04-18 03:25:41.704,00:35:00,35,False
844,SJ059,SpiceJet,CCU,DEL,2026-04-18 02:50:41.701,2026-04-18 04:06:41.701,01:16:00,76,False
845,SJ009,SpiceJet,CCU,BLR,2026-04-18 02:48:41.701,2026-04-18 04:23:41.701,01:35:00,95,False
846,AI121,Air India,HYD,MAA,2026-04-18 02:42:41.702,2026-04-18 06:11:41.702,03:29:00,209,False
847,6F265,Indigo,DEL,HYD,2026-04-18 02:27:41.703,2026-04-18 03:24:41.703,00:57:00,57,False
848,6F110,IndiGo,HYD,DEL,2026-04-18 02:27:41.702,2026-04-18 05:48:41.702,03:21:00,201,False
849,UK018,Vistara,BOM,CCU,2026-04-18 02:15:41.701,2026-04-18 04:08:41.701,01:53:00,113,False
850,6F072,IndiGo,BLR,CCU,2026-04-18 02:14:41.702,2026-04-18 03:11:41.702,00:57:00,57,False
851,6F159,IndiGo,CCU,BOM,2026-04-18 02:08:41.703,2026-04-18 02:43:41.703,00:35:00,35,False
852,6F095,IndiGo,BLR,MAA,2026-04-18 01:53:41.702,2026-04-18 05:34:41.702,03:41:00,221,False
853,SJ129,SpiceJet,CCU,BOM,2026-04-18 01:48:41.702,2026-04-18 05:48:41.702,04:00:00,240,False
854,UK039,Vistara,HYD,BOM,2026-04-18 01:40:41.701,2026-04-18 02:53:41.701,01:13:00,73,False
855,6F130,IndiGo,DEL,HYD,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,01:18:00,78,False
856,6F247,IndiGo,DEL,HYD,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,01:18:00,78,False
857,SJ233,SpiceJet,DEL,HYD,2026-04-18 01:18:41.704,2026-04-18 02:56:41.704,01:38:00,98,False
858,6F231,IndiGo,HYD,MAA,2026-04-18 01:16:41.704,2026-04-18 05:43:41.704,04:27:00,267,False
859,AI125,Air India,CCU,DEL,2026-04-18 01:12:41.702,2026-04-18 04:51:41.702,03:39:00,219,False
860,6F102,IndiGo,HYD,MAA,2026-04-18 01:10:41.702,2026-04-18 02:24:41.702,01:14:00,74,False
861,UK078,Vistara,BOM,HYD,2026-04-18 01:03:41.702,2026-04-18 04:32:41.702,03:29:00,209,False
862,UK043,Vistara,DEL,HYD,2026-04-18 00:48:41.701,2026-04-18 04:52:41.701,04:04:00,244,False
863,AI144,Air India,MAA,BOM,2026-04-18 00:43:41.702,2026-04-18 03:36:41.702,02:53:00,173,False
864,UK054,Vistara,BLR,BOM,2026-04-18 00:37:41.701,2026-04-18 05:30:41.701,04:53:00,293,False
865,UK108,Vistara,DEL,BLR,2026-04-18 00:28:41.702,2026-04-18 03:46:41.702,03:18:00,198,False
866,6F008,IndiGo,DEL,BOM,2026-04-18 00:14:41.701,2026-04-18 04:59:41.701,04:45:00,285,False
867,6F106,IndiGo,BOM,CCU,2026-04-18 00:10:41.702,2026-04-18 01:52:41.702,01:42:00,102,False
868,AI203,Air India,BOM,CCU,2026-04-18 00:09:41.703,2026-04-18 02:56:41.703,02:47:00,167,False
869,AI065,Air India,MAA,BLR,2026-04-18 00:09:41.701,2026-04-18 05:00:41.701,04:51:00,291,False
870,UK053,Vistara,BLR,BOM,2026-04-17 23:56:41.701,2026-04-18 02:46:41.701,02:50:00,170,True
871,UK086,Vistara,CCU,BLR,2026-04-17 23:55:41.702,2026-04-18 02:27:41.702,02:32:00,152,True
872,SJ223,SpiceJet,HYD,MAA,2026-04-17 23:54:41.703,2026-04-18 01:08:41.703,01:14:00,74,True
873,6F069,IndiGo,MAA,BLR,2026-04-17 23:44:41.701,2026-04-18 03:17:41.701,03:33:00,213,True
874,6F032,IndiGo,DEL,BOM,2026-04-17 23:43:41.701,2026-04-18 02:22:41.701,02:39:00,159,True
875,UK178,Vistara,DEL,BLR,2026-04-17 23:41:41.703,2026-04-18 04:09:41.703,04:28:00,268,True
876,6F108,IndiGo,DEL,HYD,2026-04-17 23:41:41.702,2026-04-18 03:23:41.702,03:42:00,222,True
877,UK147,Vistara,CCU,DEL,2026-04-17 23:35:41.703,2026-04-18 02:55:41.703,03:20:00,200,True
878,AI187,Air India,BLR,HYD,2026-04-17 23:32:41.703,2026-04-18 01:16:41.703,01:44:00,104,True
879,UK213,Vistara,BOM,CCU,2026-04-17 23:21:41.704,2026-04-18 01:01:41.704,01:40:00,100,True
880,AI035,Air India,DEL,MAA,2026-04-17 23:17:41.701,2026-04-18 00:48:41.701,01:31:00,91,True
881,UK186,Vistara,BOM,BLR,2026-04-17 23:05:41.703,2026-04-18 02:22:41.703,03:17:00,197,True
882,6F045,IndiGo,BOM,HYD,2026-04-17 23:04:41.701,2026-04-18 03:38:41.701,04:34:00,274,True
883,UK025,Vistara,DEL,BOM,2026-04-17 22:55:41.701,2026-04-18 02:47:41.701,03:52:00,232,True
884,UK162,Vistara,BOM,CCU,2026-04-17 22:47:41.703,2026-04-18 00:21:41.703,01:34:00,94,True
885,AI157,Air India,BLR,CCU,2026-04-17 22:45:41.703,2026-04-18 01:33:41.703,02:48:00,168,True
886,6F096,IndiGo,MAA,BLR,2026-04-17 22:45:41.702,2026-04-18 02:58:41.702,04:13:00,253,True
887,SJ229,SpiceJet,CCU,DEL,2026-04-17 22:25:41.704,2026-04-18 00:27:41.704,02:02:00,122,True
888,AI214,Air India,CCU,DEL,2026-04-17 22:23:41.703,2026-04-18 02:49:41.703,04:26:00,266,True
889,6F205,IndiGo,HYD,BOM,2026-04-17 22:16:41.703,2026-04-18 00:02:41.703,01:46:00,106,True
890,SJ157,SpiceJet,DEL,HYD,2026-04-17 22:11:41.703,2026-04-18 01:05:41.703,02:54:00,174,True
891,UK114,Vistara,HYD,CCU,2026-04-17 22:10:41.702,2026-04-17 23:58:41.702,01:48:00,108,False
892,6F054,IndiGo,HYD,BLR,2026-04-17 22:00:41.701,2026-04-18 01:25:41.701,03:25:00,205,True
893,6F216,IndiGo,BLR,DEL,2026-04-17 21:58:41.704,2026-04-18 02:51:41.704,04:53:00,293,True
894,AI231,Air India,DEL,HYD,2026-04-17 21:52:41.704,2026-04-17 23:51:41.704,01:59:00,119,False
895,UK103,Vistara,MAA,DEL,2026-04-17 21:52:41.702,2026-04-18 01:06:41.702,03:14:00,194,True
896,AI066,Air India,HYD,MAA,2026-04-17 21:51:41.701,2026-04-18 00:11:41.701,02:20:00,140,True
897,6F186,IndiGo,HYD,BOM,2026-04-17 21:48:41.703,2026-04-18 02:02:41.703,04:14:00,254,True
898,AI021,Air India,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,03:59:00,239,True
899,AI113,Air India,CCU,HYD,2026-04-17 21:21:41.702,2026-04-17 23:51:41.702,02:30:00,150,False
900,SJ031,SpiceJet,DEL,BOM,2026-04-17 21:20:41.701,2026-04-17 22:29:41.701,01:09:00,69,False
901,UK217,Vistara,MAA,CCU,2026-04-17 21:19:41.704,2026-04-17 22:14:41.704,00:55:00,55,False
902,SJ120,SpiceJet,MAA,BLR,2026-04-17 21:19:41.702,2026-04-18 00:56:41.702,03:37:00,217,True
903,UK180,Vistara,CCU,MAA,2026-04-17 21:18:41.703,2026-04-17 23:29:41.703,02:11:00,131,False
904,6F242,IndiGo,BLR,MAA,2026-04-17 21:10:41.704,2026-04-18 01:04:41.704,03:54:00,234,True
905,UK080,Vistara,BLR,MAA,2026-04-17 21:09:41.702,2026-04-17 22:29:41.702,01:20:00,80,False
906,SJ124,SpiceJet,HYD,DEL,2026-04-17 21:05:41.702,2026-04-18 01:12:41.702,04:07:00,247,True
907,SJ115,SpiceJet,BOM,HYD,2026-04-17 21:05:41.702,2026-04-17 23:10:41.702,02:05:00,125,False
908,AI081,Air India,CCU,BOM,2026-04-17 21:03:41.702,2026-04-17 22:51:41.702,01:48:00,108,False
909,AI142,Air India,BOM,DEL,2026-04-17 20:49:41.702,2026-04-17 23:03:41.702,02:14:00,134,False
910,UK052,Vistara,BLR,CCU,2026-04-17 20:48:41.701,2026-04-17 21:40:41.701,00:52:00,52,False
911,UK014,Vistara,HYD,MAA,2026-04-17 20:41:41.701,2026-04-17 22:06:41.701,01:25:00,85,False
912,AI230,Air India,CCU,BLR,2026-04-17 20:37:41.704,2026-04-18 00:22:41.704,03:45:00,225,True
913,6F268,Indigo,DEL,MAA,2026-04-17 20:29:41.701,2026-04-17 21:58:41.701,01:29:00,89,False
914,AI124,Air India,CCU,HYD,2026-04-17 20:28:41.702,2026-04-18 00:00:41.702,03:32:00,212,True
915,6F082,IndiGo,BOM,BLR,2026-04-17 20:26:41.702,2026-04-17 22:26:41.702,02:00:00,120,False
916,SJ035,SpiceJet,CCU,DEL,2026-04-17 20:15:41.701,2026-04-17 21:15:42.000,01:00:00.299000,60,False
917,SJ095,SpiceJet,DEL,MAA,2026-04-17 20:09:41.702,2026-04-17 23:13:41.702,03:04:00,184,False
918,UK230,Vistara,BLR,BOM,2026-04-17 20:02:41.704,2026-04-17 21:35:41.704,01:33:00,93,False
919,UK171,Vistara,HYD,CCU,2026-04-17 19:59:41.703,2026-04-17 22:53:41.703,02:54:00,174,False
920,6F147,IndiGo,HYD,MAA,2026-04-17 19:57:41.703,2026-04-18 00:31:41.703,04:34:00,274,True
921,SJ212,UNKNOWN,MAA,BLR,2026-04-17 19:49:41.703,2026-04-17 21:44:41.703,01:55:00,115,False
922,6F080,IndiGo,HYD,MAA,2026-04-17 19:47:41.702,2026-04-17 23:13:41.702,03:26:00,206,False
